 0.00000000e+00  2.80000000e+01  0.00000000e+00  1.29611831e-01 
 5.00000000e-08  2.80000000e+01  5.00000000e-08  1.29611831e-01 
 1.00000000e-07  2.80000000e+01  1.00000000e-07  1.29611831e-01 
 2.00000000e-07  2.80000000e+01  2.00000000e-07  1.29611831e-01 
 4.00000000e-07  2.80000000e+01  4.00000000e-07  1.29611831e-01 
 8.00000000e-07  2.80000000e+01  8.00000000e-07  1.29611831e-01 
 1.33366090e-06  2.80000000e+01  1.33366090e-06  1.29611831e-01 
 1.93376884e-06  2.90000000e+01  1.93376884e-06  1.34234299e-01 
 2.33541971e-06  2.90000000e+01  2.33541971e-06  1.34235199e-01 
 2.70706720e-06  2.90000000e+01  2.70706720e-06  1.34234299e-01 
 3.13269052e-06  2.90000000e+01  3.13269052e-06  1.34235199e-01 
 3.41935298e-06  2.90000000e+01  3.41935298e-06  1.34234299e-01 
 3.68171926e-06  2.90000000e+01  3.68171926e-06  1.34235199e-01 
 4.02406837e-06  2.90000000e+01  4.02406837e-06  1.34234299e-01 
 4.40940075e-06  3.00000000e+01  4.40940075e-06  1.38934471e-01 
 4.66696443e-06  3.00000000e+01  4.66696443e-06  1.38934964e-01 
 4.90514171e-06  3.00000000e+01  4.90514171e-06  1.38934471e-01 
 5.21426557e-06  3.00000000e+01  5.21426557e-06  1.38934964e-01 
 5.64188756e-06  3.00000000e+01  5.64188756e-06  1.38934471e-01 
 6.11913885e-06  3.00000000e+01  6.11913885e-06  1.38934964e-01 
 6.43889704e-06  3.00000000e+01  6.43889704e-06  1.38934471e-01 
 6.73496451e-06  3.00000000e+01  6.73496451e-06  1.38934964e-01 
 7.11858196e-06  3.10000000e+01  7.11858196e-06  1.43586358e-01 
 7.29193613e-06  3.10000000e+01  7.29193613e-06  1.43587892e-01 
 7.45883300e-06  3.10000000e+01  7.45883300e-06  1.43586197e-01 
 7.66615577e-06  3.10000000e+01  7.66615577e-06  1.43587892e-01 
 8.08080130e-06  3.10000000e+01  8.08080130e-06  1.43586197e-01 
 8.51909894e-06  3.10000000e+01  8.51909894e-06  1.43587891e-01 
 9.03341113e-06  3.10000000e+01  9.03341113e-06  1.43586198e-01 
 9.19070615e-06  3.10000000e+01  9.19070615e-06  1.43587891e-01 
 9.35555842e-06  3.10000000e+01  9.35555842e-06  1.43586198e-01 
 9.53809432e-06  3.10000000e+01  9.53809432e-06  1.43587890e-01 
 9.90316612e-06  3.10000000e+01  9.90316612e-06  1.43586199e-01 
 1.01239275e-05  3.20000000e+01  1.01239275e-05  1.48089585e-01 
 1.02714643e-05  3.20000000e+01  1.02714643e-05  1.48083117e-01 
 1.04049370e-05  3.20000000e+01  1.04049370e-05  1.48089582e-01 
 1.05458351e-05  3.20000000e+01  1.05458351e-05  1.48083122e-01 
 1.08276312e-05  3.20000000e+01  1.08276312e-05  1.48089579e-01 
 1.13912234e-05  3.20000000e+01  1.13912234e-05  1.48083124e-01 
 1.25184079e-05  3.20000000e+01  1.25184079e-05  1.48089578e-01 
 1.47727769e-05  3.30000000e+01  1.47727769e-05  1.52658517e-01 
 1.66106873e-05  3.40000000e+01  1.66106873e-05  1.57301497e-01 
 1.83837468e-05  3.40000000e+01  1.83837468e-05  1.57294332e-01 
