 0.00000000e+00  6.00000000e-01  0.00000000e+00  6.00000000e-01  0.00000000e+00  6.00000000e-01  0.00000000e+00  6.00000000e-01 
 1.00000000e-11  6.00031416e-01  1.00000000e-11  6.00000039e-01  1.00000000e-11  6.00000000e-01  1.00000000e-11  6.00078295e-01 
 2.00000000e-11  6.00062832e-01  2.00000000e-11  6.00000117e-01  2.00000000e-11  6.00000000e-01  2.00000000e-11  6.00156541e-01 
 4.00000000e-11  6.00125664e-01  4.00000000e-11  6.00000352e-01  4.00000000e-11  6.00000001e-01  4.00000000e-11  6.00312935e-01 
 8.00000000e-11  6.00251326e-01  8.00000000e-11  6.00001286e-01  8.00000000e-11  6.00000003e-01  8.00000000e-11  6.00625137e-01 
 1.60000000e-10  6.00502646e-01  1.60000000e-10  6.00005009e-01  1.60000000e-10  6.00000019e-01  1.60000000e-10  6.01247188e-01 
 3.20000000e-10  6.01005242e-01  3.20000000e-10  6.00019782e-01  3.20000000e-10  6.00000133e-01  3.20000000e-10  6.02481842e-01 
 6.40000000e-10  6.02010077e-01  6.40000000e-10  6.00077937e-01  6.40000000e-10  6.00000962e-01  6.40000000e-10  6.04913087e-01 
 1.28000000e-09  6.04016905e-01  1.28000000e-09  6.00303210e-01  1.28000000e-09  6.00007135e-01  1.28000000e-09  6.09621378e-01 
 2.28000000e-09  6.07138357e-01  2.28000000e-09  6.00922422e-01  2.28000000e-09  6.00037136e-01  2.28000000e-09  6.16558721e-01 
 3.28000000e-09  6.10231636e-01  3.28000000e-09  6.01832628e-01  3.28000000e-09  6.00102975e-01  3.28000000e-09  6.22973691e-01 
 4.28000000e-09  6.13284536e-01  4.28000000e-09  6.02992761e-01  4.28000000e-09  6.00215841e-01  4.28000000e-09  6.28859177e-01 
 5.28000000e-09  6.16285009e-01  5.28000000e-09  6.04363710e-01  5.28000000e-09  6.00384376e-01  5.28000000e-09  6.34212374e-01 
 6.28000000e-09  6.19221211e-01  6.28000000e-09  6.05908402e-01  6.28000000e-09  6.00614912e-01  6.28000000e-09  6.39034198e-01 
 7.28000000e-09  6.22081556e-01  7.28000000e-09  6.07591869e-01  7.28000000e-09  6.00911693e-01  7.28000000e-09  6.43328779e-01 
 8.28000000e-09  6.24854756e-01  8.28000000e-09  6.09381276e-01  8.28000000e-09  6.01277095e-01  8.28000000e-09  6.47102994e-01 
 9.28000000e-09  6.27529865e-01  9.28000000e-09  6.11245932e-01  9.28000000e-09  6.01711820e-01  9.28000000e-09  6.50366062e-01 
 1.02800000e-08  6.30096326e-01  1.02800000e-08  6.13157280e-01  1.02800000e-08  6.02215101e-01  1.02800000e-08  6.53129180e-01 
 1.12800000e-08  6.32544011e-01  1.12800000e-08  6.15088872e-01  1.12800000e-08  6.02784873e-01  1.12800000e-08  6.55405206e-01 
 1.22800000e-08  6.34863260e-01  1.22800000e-08  6.17016329e-01  1.22800000e-08  6.03417950e-01  1.22800000e-08  6.57208386e-01 
 1.32800000e-08  6.37044919e-01  1.32800000e-08  6.18917295e-01  1.32800000e-08  6.04110185e-01  1.32800000e-08  6.58554107e-01 
 1.42800000e-08  6.39080379e-01  1.42800000e-08  6.20771375e-01  1.42800000e-08  6.04856612e-01  1.42800000e-08  6.59458693e-01 
 1.52800000e-08  6.40961606e-01  1.52800000e-08  6.22560075e-01  1.52800000e-08  6.05651590e-01  1.52800000e-08  6.59939228e-01 
 1.62800000e-08  6.42681177e-01  1.62800000e-08  6.24266732e-01  1.62800000e-08  6.06488926e-01  1.62800000e-08  6.60013400e-01 
 1.72800000e-08  6.44232304e-01  1.72800000e-08  6.25876442e-01  1.72800000e-08  6.07361994e-01  1.72800000e-08  6.59699379e-01 
 1.82800000e-08  6.45608867e-01  1.82800000e-08  6.27375990e-01  1.82800000e-08  6.08263839e-01  1.82800000e-08  6.59015703e-01 
 1.92800000e-08  6.46805433e-01  1.92800000e-08  6.28753771e-01  1.92800000e-08  6.09187277e-01  1.92800000e-08  6.57981190e-01 
 2.02800000e-08  6.47817278e-01  2.02800000e-08  6.29999720e-01  2.02800000e-08  6.10124983e-01  2.02800000e-08  6.56614864e-01 
 2.12800000e-08  6.48640411e-01  2.12800000e-08  6.31105233e-01  2.12800000e-08  6.11069571e-01  2.12800000e-08  6.54935893e-01 
 2.22800000e-08  6.49271583e-01  2.22800000e-08  6.32063102e-01  2.22800000e-08  6.12013667e-01  2.22800000e-08  6.52963535e-01 
 2.32800000e-08  6.49708302e-01  2.32800000e-08  6.32867438e-01  2.32800000e-08  6.12949975e-01  2.32800000e-08  6.50717101e-01 
 2.42800000e-08  6.49948845e-01  2.42800000e-08  6.33513604e-01  2.42800000e-08  6.13871332e-01  2.42800000e-08  6.48215915e-01 
 2.52800000e-08  6.49992262e-01  2.52800000e-08  6.33998148e-01  2.52800000e-08  6.14770766e-01  2.52800000e-08  6.45479286e-01 
 2.62800000e-08  6.49838384e-01  2.62800000e-08  6.34318739e-01  2.62800000e-08  6.15641534e-01  2.62800000e-08  6.42526488e-01 
 2.72800000e-08  6.49487815e-01  2.72800000e-08  6.34474105e-01  2.72800000e-08  6.16477171e-01  2.72800000e-08  6.39376732e-01 
 2.82800000e-08  6.48941941e-01  2.82800000e-08  6.34463972e-01  2.82800000e-08  6.17271517e-01  2.82800000e-08  6.36049151e-01 
 2.92800000e-08  6.48202916e-01  2.92800000e-08  6.34289007e-01  2.92800000e-08  6.18018756e-01  2.92800000e-08  6.32562781e-01 
