1 -25.6949
1.04713 -25.6949
1.09648 -25.6949
1.14815 -25.6949
1.20226 -25.6949
1.25893 -25.6949
1.31826 -25.6949
1.38038 -25.6949
1.44544 -25.6949
1.51356 -25.6949
1.58489 -25.6949
1.65959 -25.6949
1.7378 -25.6949
1.8197 -25.6949
1.90546 -25.6949
1.99526 -25.6949
2.0893 -25.6949
2.18776 -25.6949
2.29087 -25.6949
2.39883 -25.6949
2.51189 -25.6949
2.63027 -25.6949
2.75423 -25.6949
2.88403 -25.6949
3.01995 -25.6949
3.16228 -25.6949
3.31131 -25.6949
3.46737 -25.6949
3.63078 -25.6949
3.80189 -25.6949
3.98107 -25.6949
4.16869 -25.6949
4.36516 -25.6949
4.57088 -25.6949
4.7863 -25.6949
5.01187 -25.6949
5.24807 -25.6949
5.49541 -25.6949
5.7544 -25.6949
6.0256 -25.6949
6.30957 -25.6949
6.60693 -25.6949
6.91831 -25.6949
7.24436 -25.6949
7.58578 -25.6949
7.94328 -25.6949
8.31764 -25.6949
8.70964 -25.6949
9.12011 -25.6949
9.54993 -25.6949
10 -25.6949
10.4713 -25.6949
10.9648 -25.6949
11.4815 -25.6949
12.0226 -25.6949
12.5893 -25.6949
13.1826 -25.6949
13.8038 -25.6949
14.4544 -25.6949
15.1356 -25.6949
15.8489 -25.6949
16.5959 -25.695
17.378 -25.695
18.197 -25.695
19.0546 -25.695
19.9526 -25.695
20.893 -25.695
21.8776 -25.695
22.9087 -25.695
23.9883 -25.695
25.1189 -25.695
26.3027 -25.6951
27.5423 -25.6951
28.8403 -25.6951
30.1995 -25.6951
31.6228 -25.6951
33.1131 -25.6952
34.6737 -25.6952
36.3078 -25.6952
38.0189 -25.6953
39.8107 -25.6953
41.6869 -25.6953
43.6516 -25.6954
45.7088 -25.6954
47.863 -25.6955
50.1187 -25.6955
52.4807 -25.6956
54.9541 -25.6957
57.544 -25.6958
60.256 -25.6958
63.0957 -25.6959
66.0693 -25.696
69.1831 -25.6961
72.4436 -25.6963
75.8578 -25.6964
79.4328 -25.6966
83.1764 -25.6967
87.0964 -25.6969
91.2011 -25.6971
95.4993 -25.6973
100 -25.6975
104.713 -25.6978
109.648 -25.6981
114.815 -25.6984
120.226 -25.6987
125.893 -25.6991
131.826 -25.6995
138.038 -25.7
144.544 -25.7005
151.356 -25.701
158.489 -25.7016
165.959 -25.7023
173.78 -25.703
181.97 -25.7038
190.546 -25.7047
199.526 -25.7057
208.93 -25.7068
218.776 -25.7079
229.087 -25.7092
239.883 -25.7107
251.189 -25.7123
263.027 -25.714
275.423 -25.716
288.403 -25.7181
301.995 -25.7205
316.228 -25.7231
331.131 -25.7261
346.737 -25.7293
363.078 -25.7329
380.189 -25.7369
398.107 -25.7414
416.869 -25.7464
436.516 -25.7519
457.088 -25.7581
478.63 -25.7651
501.187 -25.7729
524.807 -25.7816
549.541 -25.7914
575.44 -25.8025
602.56 -25.815
630.957 -25.829
660.693 -25.845
691.831 -25.863
724.436 -25.8834
758.578 -25.9067
794.328 -25.9331
831.764 -25.9632
870.964 -25.9975
912.011 -26.0368
954.993 -26.0816
1000 -26.1328
1047.13 -26.1914
1096.48 -26.2585
1148.15 -26.3353
1202.26 -26.423
1258.93 -26.5233
1318.26 -26.6378
1380.38 -26.7682
1445.44 -26.9164
1513.56 -27.0845
1584.89 -27.2744
1659.59 -27.4881
1737.8 -27.7276
1819.7 -27.9947
1905.46 -28.291
1995.26 -28.6179
2089.3 -28.9762
2187.76 -29.3666
2290.87 -29.7891
2398.83 -30.2436
2511.89 -30.7291
2630.27 -31.2446
2754.23 -31.7887
2884.03 -32.3597
3019.95 -32.9556
3162.28 -33.5746
3311.31 -34.2145
3467.37 -34.8733
3630.78 -35.5492
3801.89 -36.2402
3981.07 -36.9446
4168.69 -37.6608
4365.16 -38.3875
4570.88 -39.1232
4786.3 -39.8668
5011.87 -40.6174
5248.07 -41.3739
5495.41 -42.1356
5754.4 -42.9018
6025.6 -43.6719
6309.57 -44.4454
6606.93 -45.2217
6918.31 -46.0004
7244.36 -46.7813
7585.78 -47.564
7943.28 -48.3482
8317.64 -49.1338
8709.64 -49.9204
9120.11 -50.7079
9549.93 -51.4961
10000 -52.2849
10471.3 -53.0742
10964.8 -53.8637
11481.5 -54.6535
12022.6 -55.4433
12589.3 -56.2332
13182.6 -57.0228
13803.8 -57.8123
14454.4 -58.6014
15135.6 -59.3901
15848.9 -60.1783
16595.9 -60.9659
17378 -61.7527
18197 -62.5387
19054.6 -63.3237
19952.6 -64.1077
20893 -64.8904
21877.6 -65.6718
22908.7 -66.4518
23988.3 -67.2301
25118.9 -68.0066
26302.7 -68.7812
27542.3 -69.5536
28840.3 -70.3238
30199.5 -71.0914
31622.8 -71.8562
33113.1 -72.6181
34673.7 -73.3767
36307.8 -74.132
38018.9 -74.8834
39810.7 -75.6309
41686.9 -76.3741
43651.6 -77.1127
45708.8 -77.8464
47863 -78.575
50118.7 -79.2979
52480.7 -80.015
54954.1 -80.726
57544 -81.4304
60256 -82.128
63095.7 -82.8184
66069.3 -83.5014
69183.1 -84.1766
72443.6 -84.8438
75857.8 -85.5027
79432.8 -86.1532
83176.4 -86.7949
87096.4 -87.4277
91201.1 -88.0515
95499.3 -88.6662
100000 -89.2717
