1 -25.3543
1.04713 -25.3543
1.09648 -25.3543
1.14815 -25.3543
1.20226 -25.3543
1.25893 -25.3543
1.31826 -25.3543
1.38038 -25.3543
1.44544 -25.3543
1.51356 -25.3543
1.58489 -25.3543
1.65959 -25.3543
1.7378 -25.3543
1.8197 -25.3543
1.90546 -25.3543
1.99526 -25.3542
2.0893 -25.3542
2.18776 -25.3542
2.29087 -25.3542
2.39883 -25.3542
2.51189 -25.3542
2.63027 -25.3542
2.75423 -25.3542
2.88403 -25.3542
3.01995 -25.3542
3.16228 -25.3542
3.31131 -25.3542
3.46737 -25.3542
3.63078 -25.3542
3.80189 -25.3542
3.98107 -25.3542
4.16869 -25.3541
4.36516 -25.3541
4.57088 -25.3541
4.7863 -25.3541
5.01187 -25.3541
5.24807 -25.3541
5.49541 -25.354
5.7544 -25.354
6.0256 -25.354
6.30957 -25.354
6.60693 -25.3539
6.91831 -25.3539
7.24436 -25.3539
7.58578 -25.3538
7.94328 -25.3538
8.31764 -25.3537
8.70964 -25.3537
9.12011 -25.3536
9.54993 -25.3535
10 -25.3535
10.4713 -25.3534
10.9648 -25.3533
11.4815 -25.3532
12.0226 -25.3531
12.5893 -25.353
13.1826 -25.3529
13.8038 -25.3527
14.4544 -25.3526
15.1356 -25.3524
15.8489 -25.3522
16.5959 -25.3521
17.378 -25.3518
18.197 -25.3516
19.0546 -25.3513
19.9526 -25.3511
20.893 -25.3507
21.8776 -25.3504
22.9087 -25.35
23.9883 -25.3496
25.1189 -25.3492
26.3027 -25.3487
27.5423 -25.3481
28.8403 -25.3476
30.1995 -25.3469
31.6228 -25.3462
33.1131 -25.3454
34.6737 -25.3446
36.3078 -25.3436
38.0189 -25.3426
39.8107 -25.3415
41.6869 -25.3402
43.6516 -25.3389
45.7088 -25.3374
47.863 -25.3358
50.1187 -25.334
52.4807 -25.332
54.9541 -25.3299
57.544 -25.3275
60.256 -25.325
63.0957 -25.3221
66.0693 -25.319
69.1831 -25.3156
72.4436 -25.3119
75.8578 -25.3079
79.4328 -25.3034
83.1764 -25.2985
87.0964 -25.2931
91.2011 -25.2873
95.4993 -25.2808
100 -25.2738
104.713 -25.2661
109.648 -25.2576
114.815 -25.2483
120.226 -25.2382
125.893 -25.2271
131.826 -25.2149
138.038 -25.2016
144.544 -25.187
151.356 -25.1711
158.489 -25.1536
165.959 -25.1346
173.78 -25.1137
181.97 -25.0909
190.546 -25.0659
199.526 -25.0387
208.93 -25.0089
218.776 -24.9764
229.087 -24.9409
239.883 -24.9021
251.189 -24.8599
263.027 -24.8138
275.423 -24.7636
288.403 -24.709
301.995 -24.6495
316.228 -24.5848
331.131 -24.5145
346.737 -24.4381
363.078 -24.3553
380.189 -24.2655
398.107 -24.1683
416.869 -24.0631
436.516 -23.9495
457.088 -23.8268
478.63 -23.6947
501.187 -23.5524
524.807 -23.3996
549.541 -23.2357
575.44 -23.0601
602.56 -22.8725
630.957 -22.6723
660.693 -22.4592
691.831 -22.2329
724.436 -21.9931
758.578 -21.7397
794.328 -21.4726
831.764 -21.1918
870.964 -20.8976
912.011 -20.5903
954.993 -20.2704
1000 -19.9387
1047.13 -19.5959
1096.48 -19.2431
1148.15 -18.8818
1202.26 -18.5133
1258.93 -18.1394
1318.26 -17.762
1380.38 -17.3834
1445.44 -17.0058
1513.56 -16.6316
1584.89 -16.2635
1659.59 -15.9039
1737.8 -15.5555
1819.7 -15.2207
1905.46 -14.9018
1995.26 -14.6006
2089.3 -14.3188
2187.76 -14.0576
2290.87 -13.8178
2398.83 -13.5997
2511.89 -13.4032
2630.27 -13.2278
2754.23 -13.0726
2884.03 -12.9365
3019.95 -12.8181
3162.28 -12.716
3311.31 -12.6286
3467.37 -12.5543
3630.78 -12.4917
3801.89 -12.4393
3981.07 -12.3957
4168.69 -12.3598
4365.16 -12.3304
4570.88 -12.3065
4786.3 -12.2874
5011.87 -12.2721
5248.07 -12.2601
5495.41 -12.2508
5754.4 -12.2437
6025.6 -12.2385
6309.57 -12.2347
6606.93 -12.2321
6918.31 -12.2305
7244.36 -12.2296
7585.78 -12.2293
7943.28 -12.2295
8317.64 -12.23
8709.64 -12.2308
9120.11 -12.2318
9549.93 -12.2329
10000 -12.234
10471.3 -12.2353
10964.8 -12.2365
11481.5 -12.2378
12022.6 -12.239
12589.3 -12.2402
13182.6 -12.2413
13803.8 -12.2424
14454.4 -12.2434
15135.6 -12.2444
15848.9 -12.2453
16595.9 -12.2462
17378 -12.247
18197 -12.2478
19054.6 -12.2485
19952.6 -12.2491
20893 -12.2497
21877.6 -12.2503
22908.7 -12.2508
23988.3 -12.2513
25118.9 -12.2517
26302.7 -12.2521
27542.3 -12.2525
28840.3 -12.2528
30199.5 -12.2532
31622.8 -12.2534
33113.1 -12.2537
34673.7 -12.2539
36307.8 -12.2542
38018.9 -12.2544
39810.7 -12.2546
41686.9 -12.2547
43651.6 -12.2549
45708.8 -12.255
47863 -12.2552
50118.7 -12.2553
52480.7 -12.2554
54954.1 -12.2555
57544 -12.2556
60256 -12.2557
63095.7 -12.2557
66069.3 -12.2558
69183.1 -12.2559
72443.6 -12.2559
75857.8 -12.256
79432.8 -12.256
83176.4 -12.2561
87096.4 -12.2561
91201.1 -12.2562
95499.3 -12.2562
100000 -12.2562
